Epoch,Best,Average,StdDev
1,0.0268855090363357,10.993025194446002,10.359216805076342
2,0.0268855090363357,7.210318729978005,7.416359237091947
3,0.0268855090363357,4.195319144264225,5.194659511883277
4,0.0017847548213325841,2.508465031610494,3.7827535914137425
5,0.0017847548213325841,1.4527890452634526,2.217051175610121
6,0.0017847548213325841,1.0178065349256207,1.6954979913284207
7,0.0017847548213325841,0.6253062851058216,0.8504541995656831
8,0.0017847548213325841,0.46049828166772466,0.6500816973438877
9,0.0015736326746398832,0.45422173091378654,0.6879405176950311
10,0.0015736326746398832,0.39722995275400336,0.6228140812736104
11,0.0015736326746398832,0.4288499640258365,0.7653478090484255
12,0.0015736326746398832,0.31231711011153046,0.454549007451407
13,0.0015736326746398832,0.2762512833004106,0.39764380253728765
14,0.0015736326746398832,0.18695641285989015,0.1748091273853473
15,0.0008971703569742755,0.2038850380053432,0.29935502732186414
16,0.0008971703569742755,0.1969603786416011,0.24677832043951062
17,0.0008971703569742755,0.19224037304914787,0.19634390186239886
18,0.0006520900636082527,0.20663205468201404,0.25687195282325637
19,0.0006520900636082527,0.1912790266182865,0.22190472282230375
20,0.0006520900636082527,0.19857080201787972,0.2210245338847949
21,0.0005037357753381829,0.2148243715772515,0.31147388480249
22,0.0005037357753381829,0.1984652007416053,0.22773561278510626
23,0.0005037357753381829,0.20619765781857347,0.23935627549123398
24,0.0005037357753381829,0.17571899576348865,0.16562536062439442
25,0.0004670266214184777,0.18721214066155198,0.2712284434661258
26,0.00012162789876427429,0.17824110346602104,0.18814747765898976
27,0.00012162789876427429,0.16533396986849702,0.21133459866540574
28,0.00012162789876427429,0.20716036870710347,0.33539521011666373
29,0.00012162789876427429,0.21959969780096208,0.33950444211122544
30,0.00012162789876427429,0.22851832184365878,0.30205790229849283
31,0.00012162789876427429,0.21111841458290415,0.24165766746222941
32,0.00012162789876427429,0.2425541859591646,0.4194889524940371
33,0.00012162789876427429,0.26312904462724956,0.44843610645899773
34,0.00012162789876427429,0.2310288442174222,0.34295729907865974
35,0.00012162789876427429,0.2627875780316669,0.4016992978868011
36,0.00012162789876427429,0.25054197278346513,0.3408307358735281
37,0.00012162789876427429,0.25140468037027075,0.4296781866452024
38,0.00012162789876427429,0.26800902155087664,0.6881062782530971
39,0.00012162789876427429,0.249772695701819,0.2995848376928726
40,0.00012162789876427429,0.23633758811279787,0.2807399099425634
41,0.00012162789876427429,0.19566285407612452,0.2182919740243203
42,0.00012162789876427429,0.21242936133842047,0.25008427929230276
43,0.00012162789876427429,0.2432807358267465,0.3295615936188756
44,0.00012162789876427429,0.21127012479694846,0.31058132208268446
45,0.00012162789876427429,0.18154833659993183,0.2592657800231315
46,0.00012162789876427429,0.16563485857637822,0.25966121799503705
47,0.00012162789876427429,0.15156906777041357,0.18282426869148777
48,0.00012162789876427429,0.16301970885415212,0.22307100905350194
49,0.00012162789876427429,0.15669918673468036,0.1945518935448622
50,0.00012162789876427429,0.1702466190749383,0.2458024829656975
51,0.00012162789876427429,0.18203260064499077,0.2644824395201595
52,0.00012162789876427429,0.20048155609624288,0.29544602648681983
53,0.00012162789876427429,0.16323732281091832,0.2226928481294281
54,0.00012162789876427429,0.14492308000233686,0.19754732869988506
55,0.00012162789876427429,0.17443854445483797,0.28463642861882277
56,0.00012162789876427429,0.1862553362133805,0.24894319787259916
57,0.00012162789876427429,0.17933958541871703,0.26726017679501995
58,0.00012162789876427429,0.24074134225036692,0.42601762825834943
59,0.00012162789876427429,0.19646842436696846,0.3175074484217138
60,0.00012162789876427429,0.20990216564475703,0.3446286553580629
61,0.00012162789876427429,0.23893735452657439,0.4398284500450803
62,0.00012162789876427429,0.16115505495937096,0.19189491819817148
63,2.575530101030946e-05,0.1502620849889996,0.19207593898079342
64,2.575530101030946e-05,0.12759230063405866,0.17351862583646913
65,2.575530101030946e-05,0.14250139539494017,0.19301995117627974
66,2.575530101030946e-05,0.1641336028924842,0.34353920337830857
67,2.575530101030946e-05,0.28941757904224563,0.5808525534535705
68,2.575530101030946e-05,0.2947069968728832,0.5595252313956808
69,2.575530101030946e-05,0.26165719180276426,0.4166923782636207
70,2.575530101030946e-05,0.25570591589925246,0.49893766226627434
71,2.575530101030946e-05,0.23894085818732982,0.44249568053440774
72,2.575530101030946e-05,0.22311167667042933,0.32683330433211943
73,2.575530101030946e-05,0.18713935803219214,0.24421256545756093
74,2.575530101030946e-05,0.15925763936342063,0.18589756179820122
75,2.575530101030946e-05,0.210965316238955,0.3575197628236237
76,2.575530101030946e-05,0.17858725741734371,0.33596088290244136
77,2.575530101030946e-05,0.22336887284935095,0.557288420134043
78,2.575530101030946e-05,0.21201831111858319,0.32218219413245164
79,2.575530101030946e-05,0.19411385482700408,0.25249606095104776
80,2.575530101030946e-05,0.2443800002118822,0.3611866630312136
81,2.575530101030946e-05,0.23616960117839841,0.3099620747220053
82,2.575530101030946e-05,0.19602090340123213,0.29048245803323014
83,2.575530101030946e-05,0.16959517346604117,0.2237460632862679
84,2.575530101030946e-05,0.20029555281435477,0.3060107773012763
85,2.575530101030946e-05,0.15806237970281245,0.2585685854335062
